Date,BMA.BA,AGRO.BA,BBAR.BA,CEPU.BA,CRES.BA,COME.BA,EDN.BA,GGAL.BA,IRSA.BA,LOMA.BA,MELI.BA,PAMP.BA,SUPV.BA,TECO2.BA,TGSU2.BA,TXAR.BA,YPFD.BA,CAPX.BA,METR.BA,^MERV
2022-01-17 00:00:00+00:00,245.91,17.58,170.76,70.31,75.12,5.74,53.05,184.85,83.53,240.96,3988,160.35,160.35,212.9,196.75,107.91,886.1,110.44,35.8,85039
2022-01-18 00:00:00+00:00,242.71,17.29,165.25,66.18,75.72,5.66,51.85,178.25,84.83,231.83,3910,156.85,156.85,210.75,191.25,106.4,880.3,107.97,35.15,83351
2022-01-19 00:00:00+00:00,246.45,17.14,165.33,64.91,77.62,5.75,51.8,180.23,85.48,229.4,3829,160.15,160.15,210.5,195.55,106.61,866.3,107.97,35.6,83528
2022-01-20 00:00:00+00:00,254.34,17.25,170,66.77,81.07,5.69,52.55,184.61,89.68,232.18,4128,164.85,164.85,222,198.75,107.91,877.35,107.97,35.5,85126
2022-01-21 00:00:00+00:00,244.97,17.16,168.08,64.56,79.03,5.57,53.3,178.67,90.93,226.75,3957,166.25,166.25,220.2,195.95,107.48,851.65,107.97,35,83623
2022-01-24 00:00:00+00:00,229.61,16.86,159.59,60.93,77.69,5.31,53.35,171.26,88.13,223.41,3803.5,163.8,163.8,217.9,192.9,105.1,826.2,107.97,33.35,81004
2022-01-25 00:00:00+00:00,241.52,16.86,169.69,64.81,83.19,5.48,54.4,186.69,90.28,231.4,3945.5,176.05,176.05,220.25,201.7,107.48,889.6,109.09,35.3,85180
2022-01-26 00:00:00+00:00,248.3,17.29,171.49,64.95,83.38,5.44,52.85,187.68,90.93,231.18,3846,174.15,174.15,225.15,204.3,107.7,901.1,107.74,36.55,85782
2022-01-27 00:00:00+00:00,246.78,16.69,172.21,64.76,82.26,5.49,53,188.43,92.33,229.62,3848,174.2,174.2,223,209.9,108.78,910,110.89,36.5,85969
2022-01-28 00:00:00+00:00,257.99,17.34,181.78,66.87,83.23,5.61,54.8,198.29,95.68,231.96,3819,176.55,176.55,230,211.15,108.13,945.85,110.89,38,88270
2022-01-31 00:00:00+00:00,264.73,17.51,189.13,75.27,84.31,5.74,64,203.86,97.74,242.48,4149.5,179.25,179.25,232.65,225,108.13,961.75,114.48,40.35,90908
2022-02-01 00:00:00+00:00,264.32,17.83,186.57,75.96,83.23,5.8,65.2,203.29,98.04,245.13,4128.5,182.15,182.15,232.5,225.75,109,971,117.17,41.95,91417
2022-02-02 00:00:00+00:00,257.42,17.58,179.6,73.26,81.52,5.77,63.5,198.57,95.53,240.31,3975.5,177.35,177.35,227.65,217.45,107.48,947.05,114.93,43.25,89663
2022-02-03 00:00:00+00:00,255.86,17.51,179.83,70.46,82.23,5.68,66.05,193.2,93.48,236.31,3707,172.95,172.95,228.1,213.5,107.05,905.1,114.93,41.25,88091
2022-02-04 00:00:00+00:00,249.41,18.22,180.94,71.93,82.78,5.72,66.55,192.44,93.53,233.75,3827.5,168.75,168.75,227.15,210.8,108.56,897.95,120.09,41.5,87934
2022-02-07 00:00:00+00:00,253.84,18.48,180.44,74.83,84.68,5.82,66.7,195.65,96.03,233.49,3859,169.25,169.25,226.95,213.95,110.73,902.35,121.88,43,89189
2022-02-08 00:00:00+00:00,247.97,18.53,177.15,73.11,83.9,5.78,64.15,191.36,93.53,232.49,3773.5,165.35,165.35,226,208.15,111.38,881.25,125.7,42,88149
2022-02-09 00:00:00+00:00,242.71,18.2,173.06,73.21,85.98,5.74,63,187.77,92.08,233.53,3985.5,163.95,163.95,222,202.55,109.65,885.2,129.74,39.4,87393
2022-02-10 00:00:00+00:00,244.81,18.46,174.4,71.44,89.33,5.68,63.5,188.81,94.03,234.48,4089.5,166.55,166.55,226.75,202.55,108.56,880.5,135.58,41.6,87559
2022-02-11 00:00:00+00:00,245.59,19.07,172.29,71.69,87.54,5.73,64.15,185.98,93.83,235.4,3878,175.1,175.1,235.05,210.35,108.35,892.3,123.9,42.3,88185
2022-02-14 00:00:00+00:00,239.06,19.33,173.44,71,86.91,5.69,64.35,183.34,93.03,237.18,3994.5,172.7,172.7,231.5,207.75,108.56,889.2,122.11,42.9,87804
2022-02-15 00:00:00+00:00,240.74,20.52,176.08,70.75,89,5.66,64.3,185.56,94.93,238.39,4085.5,169.3,169.3,233.35,208.1,109.21,881.2,123.01,43.1,88043
2022-02-16 00:00:00+00:00,249.94,20.97,182.24,74.24,89.78,5.89,66,192.58,95.93,238.83,3942.5,172.45,172.45,232.9,221.1,110.3,934.45,142.09,43.85,90578
2022-02-17 00:00:00+00:00,245.63,20.71,181.06,72.52,90.63,5.9,65.05,188.76,95.43,239,3652,173.65,173.65,228.15,220.1,109.43,920.75,136.03,44.1,89978
2022-02-18 00:00:00+00:00,247.39,20.47,186.68,75.27,89.52,5.91,64.75,190.75,94.98,231.83,3295.5,169.1,169.1,230,220.8,107.48,899.6,137.82,44.9,89443
2022-02-21 00:00:00+00:00,251.71,19.84,181.55,75.27,88.88,6.11,65.7,192.11,95.83,235.05,3211.5,171,171,227.5,225.7,107.91,920.35,137.82,44.15,90030
2022-02-22 00:00:00+00:00,257.17,20,184.65,79.11,87.58,6.18,68.3,196.92,95.28,230.05,3023,170.5,170.5,227.3,223.4,107.05,911.5,147.02,46,90441
2022-02-23 00:00:00+00:00,259.51,20.6,188.48,77.14,89.26,6.24,73.35,199.28,95.03,227.36,3146.5,173.35,173.35,226.9,239.65,109.86,921.1,151.96,47.05,91360
2022-02-24 00:00:00+00:00,250.39,19.82,178.49,74.68,89.29,6.11,70.35,193.1,90.73,218.06,3431,169,169,218.7,236.8,108.56,887.35,152.19,45.4,88722
2022-02-25 00:00:00+00:00,246.94,20.67,177.04,71.98,94.54,6.35,68.2,188.29,91.88,207.63,3659.5,171.65,171.65,218.15,232.6,107.26,879,149.94,46.7,87970
2022-03-02 00:00:00+00:00,248.01,21.25,172.1,75.47,100.82,6.4,69,191.36,92.23,200.16,3805.5,189.8,189.8,216.3,240.65,107.26,957.45,153.08,48.6,90249
2022-03-03 00:00:00+00:00,252.65,21.6,174.66,77.19,107.55,6.59,71.35,194,95.73,195.12,3681,194.6,194.6,213.75,252.95,112.03,932.3,153.98,47.85,91558
2022-03-04 00:00:00+00:00,239.51,21.19,160.96,75.17,123.92,6.42,69.5,183.76,96.69,189.08,3577.5,191.55,191.55,206.2,256.85,111.6,881.3,150.39,46.9,89515
2022-03-07 00:00:00+00:00,234.41,21.92,151.2,73.7,118.3,6.37,66.55,174.99,91.13,185.43,3252,191,191,197.3,255.65,112.9,852.4,150.17,45.7,87948
2022-03-08 00:00:00+00:00,244.97,22.57,159.78,75.47,110.97,6.27,66,177.87,90.13,184.22,3116,183.45,183.45,199.8,259.75,110.51,887.7,144.33,45.2,88061
2022-03-09 00:00:00+00:00,241.52,21.6,160.73,74.14,104.58,6.49,65,181.78,90.03,192.12,3150,179.15,179.15,199.1,234.45,107.48,899.75,150.84,43.65,87227
2022-03-10 00:00:00+00:00,256.64,21.36,167.85,76.85,111.83,6.63,67.15,188.29,93.33,194.82,3052,187,187,202.85,251.4,108.13,935.1,154.43,44.95,90283
2022-03-11 00:00:00+00:00,246.16,22.27,164.48,76.01,113.65,6.89,66.95,184.99,90.03,192.17,2887,177.15,177.15,202.1,246.35,109,910.8,158.02,46.1,88999
2022-03-14 00:00:00+00:00,234.66,20.9,157.9,72.32,103.69,6.77,64.65,176.45,88.03,182.65,2780,163.35,163.35,192.5,226.05,107.48,855.6,156.23,42.5,84956
2022-03-15 00:00:00+00:00,235.69,20.34,157.29,71.69,100.38,6.74,64.65,176.88,90.73,185.08,3000.5,159.75,159.75,195.8,223.45,104.66,833.65,149.94,41.15,84055
2022-03-16 00:00:00+00:00,248.01,20.75,168.69,73.5,104.17,7.49,63.5,186.83,93.58,195.9,3483,163.4,163.4,199.9,230.6,111.38,850,149.94,42.2,87451
2022-03-17 00:00:00+00:00,253.1,20.86,167.89,75.17,111.64,7.48,62.2,191.74,94.58,199.42,3741.5,168.95,168.95,202.5,228.35,113.98,878.85,153.08,41.95,89646
2022-03-18 00:00:00+00:00,257.58,20.49,168.69,73.8,112.2,7.39,62.3,188.58,99.04,199.86,3848,168.35,168.35,204,228.3,115.07,849.8,158.02,42.05,89058
2022-03-21 00:00:00+00:00,263.66,20.08,171.76,71.98,115.4,7.25,63.4,192.35,100.09,199.86,3785.5,173.75,173.75,205.35,234,111.81,889.9,151.74,42.9,90041
2022-03-22 00:00:00+00:00,269.29,19.69,176.35,72.67,113.84,7.49,63.1,195.7,100.19,199.94,4047,177.5,177.5,208.9,235.45,107.05,899.85,144.56,41.55,90170
2022-03-23 00:00:00+00:00,271.01,19.89,176.42,70.8,114.1,7.57,63.05,194.05,99.94,193.77,4062,179.4,179.4,214.35,238,106.18,924.7,156.23,41.5,90107
2022-03-25 00:00:00+00:00,278.77,20.52,181.51,73.6,124.36,7.65,65.1,201.59,100.04,196.51,3890,182.6,182.6,226.65,262.5,107.48,947.55,174.18,42.75,93010
2022-03-28 00:00:00+00:00,275.53,20.02,176.92,72.37,121.61,7.58,64.9,196.22,96.48,194.64,3993,180.2,180.2,223,255.1,106.83,931.7,182.27,42.9,91663
2022-03-29 00:00:00+00:00,270.52,19.72,173.71,72.23,113.5,7.31,64.6,193.1,95.03,194.04,4021.5,172.95,172.95,218,251.25,106.18,915.85,177.55,41.45,89967
2022-03-30 00:00:00+00:00,270.64,19.33,174.47,73.41,115.25,7.28,66.15,195.98,93.03,192.04,3881,176.8,176.8,227.25,262.8,105.53,937.55,184.29,41.5,90868
2022-03-31 00:00:00+00:00,270.23,19.02,172.21,74.98,116.37,7.21,65.2,194.19,94.08,188.69,3796,181.05,181.05,227.3,265.95,107.91,922.75,189.45,41.65,90960
2022-04-01 00:00:00+00:00,277.17,19.84,176.42,76.8,117.26,7.17,64.75,197.68,95.28,189.56,3866,181.15,181.15,229.2,268.7,110.51,948.7,210.55,41.9,92391
2022-04-04 00:00:00+00:00,275,19.93,174.66,78.02,114.62,7.22,64.75,196.45,95.93,199.12,4014.5,181.85,181.85,242,266.5,109.21,1001.8,226.26,42.25,93219
2022-04-05 00:00:00+00:00,268.96,19.07,169.04,77.43,111.57,7.02,63.9,189.47,93.73,197.12,3839.5,180.5,180.5,234.25,264.45,109,976.5,228.95,41.45,91814
2022-04-06 00:00:00+00:00,265.51,18.96,166.55,77.24,110.6,7.04,63.75,187.92,92.48,195.47,3699,177.75,177.75,239.2,261.55,107.91,953.15,215.71,41.35,90973
2022-04-07 00:00:00+00:00,265.84,18.94,164.6,77.63,112.69,7.16,64,185.51,93.78,201.77,3754.5,178.35,178.35,240.35,268.05,108.13,974.65,231.2,41.95,91558
2022-04-08 00:00:00+00:00,268.75,18.81,164.75,80.38,117.93,7.28,64,185.18,96.38,201.12,3677.5,184.2,184.2,246.9,271.65,106.4,983.2,246.46,41.95,92092
2022-04-11 00:00:00+00:00,263.45,18.5,160.5,78.81,116.26,7.25,62.9,180.56,95.43,201.29,3587.5,179.65,179.65,240.05,273.45,106.18,957.9,249.16,41.85,90630
2022-04-12 00:00:00+00:00,259.18,18.5,156.83,76.35,117.11,7.32,62.85,181.12,93.98,198.99,3573.5,182.05,182.05,233,270.45,105.53,967.35,251.4,41.9,90346
2022-04-13 00:00:00+00:00,259.51,18.37,156.14,77.29,127.04,7.26,62.4,179.71,97.59,205.59,3622.5,184.5,184.5,240.4,273.1,105.53,973.15,249.6,41.3,91041
2022-04-18 00:00:00+00:00,262.55,18.2,157.29,76.11,132.28,7.28,61.45,181.78,96.79,211.2,3369.5,181.55,181.55,238.45,273.45,104.66,981.2,239.73,39.95,91239
2022-04-19 00:00:00+00:00,266.45,18.18,160.47,77.48,129.2,7.23,61.6,183.01,99.24,217.19,3598,190.95,190.95,244.9,278,104.45,977.9,240.63,40,92038
2022-04-20 00:00:00+00:00,271.01,18.09,167.85,76.4,139.35,7.26,62.25,184.24,102.59,217.8,3536,191.5,191.5,245,272,104.23,982.6,229.85,39.5,92559
2022-04-21 00:00:00+00:00,266.45,18.18,162.42,75.72,132.88,7.26,62.9,181.59,105.89,222.32,3452.5,186.7,186.7,241.5,271.5,104.23,967.75,229.4,38.95,91496
2022-04-22 00:00:00+00:00,265.38,18.16,162.26,75.67,129.72,7.23,62.95,182.16,106.54,218.18,3424,189.05,189.05,243.9,273.05,105.31,962.55,235.24,38.15,91717
2022-04-25 00:00:00+00:00,262.47,18.25,163.57,76.65,126.71,7.64,62.8,182.92,104.89,221.51,3630,188.5,188.5,236.75,266.95,103.58,940.35,244.67,37.55,91154
2022-04-26 00:00:00+00:00,251.95,18.44,159.01,75.81,126.52,7.92,60.6,179.8,102.34,216.65,3668,184.6,184.6,228.5,271.25,102.71,899.5,264.87,37.75,89575
2022-04-27 00:00:00+00:00,251.38,18.59,158.51,76.6,125.26,8.05,61.45,179.94,100.09,212.46,3582.5,187.8,187.8,234.95,272.75,105.75,893.5,269.36,37.7,90033
2022-04-28 00:00:00+00:00,250.8,18.76,158.32,77.63,124.92,8.09,61,179.61,97.14,215.48,3568,184.1,184.1,242.9,273.85,105.96,908.85,288.66,38.4,90354
2022-04-29 00:00:00+00:00,247.85,18.76,154.76,74.54,120.16,8.01,58.85,175.56,94.73,212.06,3350.5,178.05,178.05,226,262.35,105.53,881.35,319.19,38.5,88251
2022-05-02 00:00:00+00:00,245.05,18.05,152.01,74.98,114.17,8.02,57.8,174.38,95.08,211.43,3501.5,174.65,174.65,229.8,261.3,104.01,878,312.9,38.1,87608
2022-05-03 00:00:00+00:00,256.22,17.99,158.97,75.42,115.07,8.22,59.2,178.91,97.04,219.26,3449,178.2,178.2,235.9,266.5,107.48,893.65,314.25,38.5,89585
2022-05-04 00:00:00+00:00,254.25,17.92,159.7,75.27,111.57,8.44,59.85,178.81,97.74,217.01,3479.5,177.2,177.2,232.6,267.05,106.4,903.95,306.62,39.1,89401
2022-05-05 00:00:00+00:00,245.18,17.66,153.04,73.5,106.47,8.25,58.2,170.18,94.93,212.1,3147.5,170.3,170.3,221.9,253.6,101.85,862.45,311.11,38.1,86434
2022-05-06 00:00:00+00:00,246.12,17.92,156.37,71.78,104.35,8.24,58.85,171.78,93.88,209.9,3232.5,171.9,171.9,217.25,250.9,101.41,870.35,306.62,38.15,86507
2022-05-09 00:00:00+00:00,233.84,17.16,148.22,66.28,93.72,7.92,55.1,167.16,88.78,201.3,2665,162.3,162.3,205.6,233.95,97.3,814.3,254.09,36.4,82244
2022-05-10 00:00:00+00:00,238.93,17.49,146.57,69.13,96.14,7.97,56,166.36,91.98,197.21,2696.5,169,169,202.6,235.9,101.2,828.25,261.28,36.4,83677
2022-05-11 00:00:00+00:00,246.86,17.53,149.64,72.42,95.21,8.18,58.45,169.61,91.38,202.02,2362.5,175.75,175.75,213.85,250.25,102.5,854.65,291.8,37.3,85763
2022-05-12 00:00:00+00:00,252.82,17.36,151.89,72.67,93.35,8.38,57.95,172.07,90.53,200.31,2512,173.45,173.45,213.95,253.8,100.98,850.85,301.68,37.15,85521
2022-05-13 00:00:00+00:00,273.07,17.83,159.97,73.8,100.75,8.24,59.95,181.59,94.83,210.57,2819,181.1,181.1,221.2,259.6,102.28,906.8,312.45,38.45,88796
2022-05-16 00:00:00+00:00,278.65,18.42,164.79,75.17,105.77,8.39,60.2,185.79,95.88,218.72,2795,184.05,184.05,224.25,269.9,100.33,928.95,306.17,39,89965
2022-05-17 00:00:00+00:00,280.95,18.61,166.59,75.47,106.18,8.45,59.9,187.92,94.03,221.37,2924.5,185.75,185.75,230.7,271,101.2,936.5,297.64,39.75,90803
2022-05-19 00:00:00+00:00,271.75,18.33,162.76,74.39,100.26,8.35,58.65,183.1,94.43,212.46,2820,180.85,180.85,217.45,270.2,99.03,912.65,291.8,39.3,88634
2022-05-20 00:00:00+00:00,269.62,18.07,159.05,74.68,98.18,8.31,58.75,180.37,94.03,217.32,2709,181.2,181.2,215.35,262,97.95,908.9,287.31,38.75,88119
2022-05-23 00:00:00+00:00,276.27,18.61,165.79,76.06,104.28,8.43,59,184.85,94.03,221.37,2719,185.75,185.75,222.2,272.85,99.03,939.95,273.4,39,90344
2022-05-24 00:00:00+00:00,291.92,19.16,168.27,75.81,106.14,8.67,58,186.97,94.13,221.91,2498.5,194.85,194.85,222.5,273.15,98.81,932.1,290.91,38.1,91272
2022-05-26 00:00:00+00:00,294.67,19.94,172.1,79.99,113.24,8.8,60.6,189.24,97.09,225.47,2790.5,206.85,206.85,228.45,281.9,100.55,961.95,308.86,38.7,93711
2022-05-27 00:00:00+00:00,288.35,19.48,170.26,80.38,116.29,8.87,61,187.11,99.04,226.32,2851,201.85,201.85,232,281.6,100.98,977.55,298.99,39,93683
2022-05-30 00:00:00+00:00,289.29,19.54,170.19,79.55,112.95,9.02,61.3,186.74,99.99,229.2,2893.5,199.55,199.55,230.3,283.4,99.9,972.5,300.78,39.65,93236
2022-05-31 00:00:00+00:00,279.27,19.36,162.65,80.53,109.23,9.04,61.1,183.95,95.48,223.58,2760.5,200.85,200.85,222.35,282.15,100.76,945.85,293.6,39.05,92288
2022-06-01 00:00:00+00:00,275.78,19.23,158.71,80.33,106.4,9.07,62.9,179.85,91.53,220.11,2697,195.6,195.6,221.55,278,102.28,918.9,285.52,38.9,91370
2022-06-02 00:00:00+00:00,275.12,19.36,157.4,81.76,108.93,9.11,63.1,180.79,90.73,229.11,2903.5,194.75,194.75,223.3,277.2,100.98,902.6,287.31,38.65,91452
2022-06-03 00:00:00+00:00,275.46,19.23,160.08,80.19,108.33,8.87,62.95,180.04,89.13,229.61,2767,196.65,196.65,215.5,274.2,100.98,921.25,287.31,39.5,91775
2022-06-06 00:00:00+00:00,268.35,19.08,155.3,79.11,104.21,9,61.4,176.41,89.03,226.05,2821,193.55,193.55,215.05,279.25,99.03,907.95,287.31,39.5,90352
2022-06-07 00:00:00+00:00,266.98,18.45,155.68,78.91,106.1,8.98,61.05,176.31,91.03,231.54,2899,196.3,196.3,215.65,281.95,100.76,912.5,285.52,38.9,90938
2022-06-08 00:00:00+00:00,256.6,18.54,149.37,78.32,100.67,8.94,59.6,170.84,90.63,231.68,2887.5,193.3,193.3,210.25,283.75,101.41,912.9,290.01,38.6,89947
2022-06-09 00:00:00+00:00,251.65,18.16,146.08,76.06,98,8.99,58.1,165.65,90.58,226.82,2752.5,194.7,194.7,210.6,280.3,100.98,904.65,276.09,38,88870
2022-06-10 00:00:00+00:00,254.06,18.25,149.37,74.58,97.81,8.97,57.9,169.71,89.33,228.71,2636,192.8,192.8,217.05,279.25,99.46,915.7,279.23,37.9,89141
2022-06-13 00:00:00+00:00,250.74,18.21,146.65,74.83,93.64,9.18,56.2,165.46,88.03,227.58,2510,194.55,194.55,220.95,270.5,96.65,920.9,276.54,36.75,87938
2022-06-14 00:00:00+00:00,255.18,18.47,150.82,72.87,93.09,9.5,57.45,166.5,86.93,227.31,2481.5,194.45,194.45,220.75,262.7,95.13,899.5,272.05,37,87400
2022-06-15 00:00:00+00:00,258.19,18.58,155.76,74.73,98.78,9.69,57.5,169.19,87.98,229.47,2684.5,197.35,197.35,223.7,265.7,95.35,894.4,272.5,37.25,88466
2022-06-16 00:00:00+00:00,253.54,18.72,155.41,75.67,94.13,9.78,56.75,167.11,82.38,219.57,2478,194.4,194.4,225.05,254.4,93.83,870.55,259.48,37.05,87061
2022-06-21 00:00:00+00:00,249.24,19.54,153.85,75.08,91.78,10.24,56.5,166.55,85.58,221.24,2638,193.05,193.05,228.95,261.25,91.01,860.75,258.13,36.85,86546
2022-06-22 00:00:00+00:00,246.39,19.18,155.15,75.67,90.33,10.05,55.3,165.84,84.08,217.91,2671.5,193.7,193.7,221.5,257.8,89.93,842.05,255.89,35.8,85663
2022-06-23 00:00:00+00:00,236.88,18.26,150.55,72.87,87.21,9.46,55.95,163.06,84.63,215.93,2771,187.55,187.55,219.7,245.8,88.63,782.4,255.44,35.35,83170
2022-06-24 00:00:00+00:00,234.51,18.28,147.19,73.11,90.52,9.16,54.9,160.27,85.03,215.93,2917,186.25,186.25,216.05,242.6,88.63,784.05,272.95,34.25,82606
2022-06-27 00:00:00+00:00,241.83,18.81,151.7,74.93,94.24,9.5,54.5,163.91,90.58,224.97,2912,209.6,209.6,216.25,256.35,91.23,836.5,297.64,34.4,85712
2022-06-28 00:00:00+00:00,255.74,19.24,157.17,75.37,96.69,9.69,55.2,167.21,90.98,235.46,2768.5,209.55,209.55,226.6,270,94.48,871.05,303.92,35.25,88195
2022-06-29 00:00:00+00:00,254.06,19.31,156.6,74.29,94.35,9.55,54.65,168.91,88.73,229.88,2774.5,207.2,207.2,225.05,262,99.25,850.2,312.45,35.05,88131
2022-06-30 00:00:00+00:00,245.49,19.34,153.85,75.08,95.5,9.92,55.3,166.22,93.03,233.16,2696,206.9,206.9,226.5,260.5,102.71,836.6,310.66,36.05,88450
2022-07-01 00:00:00+00:00,255.31,19.66,156.56,75.08,94.13,10.56,55.2,171.6,94.68,235.5,2775,216.75,216.75,234.55,266.2,102.93,846,316.88,36.85,90051
2022-07-04 00:00:00+00:00,244.43,19.15,151.05,73.06,91.38,10.79,54.95,165.42,96.48,227.22,2896,218.4,218.4,236.35,258.9,103.8,832.95,310.69,36,89129
2022-07-05 00:00:00+00:00,268.92,19.15,162.13,80.48,95.88,11.02,55.85,176.45,100.99,246.75,3293.5,218.85,218.85,244,267.45,103.8,867.15,304.5,36.5,92690
2022-07-06 00:00:00+00:00,270.88,19.22,165.23,84.02,94.8,11.62,57.25,176.17,100.04,262.63,3270.5,222.5,222.5,246.7,278.35,107.48,877,298.8,37.05,95076
2022-07-07 00:00:00+00:00,290.17,21.22,181.54,90.85,104.06,12.03,60.5,182.07,105.54,270.42,3567,245.6,245.6,256,301.15,115.93,926.5,328.29,38.95,102265
2022-07-08 00:00:00+00:00,294.07,21.68,182.4,93.8,104.5,12.53,63.6,188.1,104.59,272.66,3565.5,255.7,255.7,258.8,311.75,125.25,945.7,324.96,42.25,105850
2022-07-11 00:00:00+00:00,283.91,21.56,182.48,93.06,100.34,12.9,63.7,184.61,102.34,274.19,3286.5,248.7,248.7,252.6,305.2,125.47,928.05,318.3,41.45,104432
2022-07-12 00:00:00+00:00,277.57,21.1,182.11,91.39,98.29,12.95,62.7,179.61,101.04,266.49,3198,245.95,245.95,247.25,299.9,128.28,891.45,307.36,42.7,103210
2022-07-13 00:00:00+00:00,270.31,21.03,177.83,88.54,98.48,12.53,62.35,174.85,100.09,267.69,3181,247.7,247.7,248.5,295.9,128.93,896.35,303.55,42.2,102271
2022-07-14 00:00:00+00:00,264.15,20.74,173.96,89.77,95.13,12.21,62.55,172.3,101.29,272.08,3237.5,242.95,242.95,237.5,286.85,123.08,885.1,308.79,41.55,100518
2022-07-15 00:00:00+00:00,273.01,21.17,184.35,92.22,98.55,12.81,65.7,179.85,103.54,280.97,3453,253,253,244.3,293.35,127.42,906,312.12,41.5,104223
2022-07-18 00:00:00+00:00,281.26,22.34,190.31,93.99,102.23,13.45,68.3,182.92,107.84,281.21,3497.5,256.1,256.1,247,301.75,125.03,929.9,307.36,42.4,105441
2022-07-19 00:00:00+00:00,289.12,22.27,189.69,94.53,108,13.45,69.15,183.06,108.69,282.93,3710,261.5,261.5,244.65,311.25,128.5,944.95,310.69,43.6,107185
2022-07-20 00:00:00+00:00,277.57,21.95,187.53,90.7,109.23,14,70.65,178.43,109.89,285.56,4047,256.85,256.85,241.9,298.4,133.05,941.15,309.74,43,106949
2022-07-21 00:00:00+00:00,292.81,23.67,193.16,93.06,111.12,14.37,72.85,188.06,110.04,306.06,4394,270.55,270.55,254.35,314.85,138.04,996.65,332.1,44.4,112017
2022-07-22 00:00:00+00:00,293.21,24.45,192.02,95.32,114.4,14.55,74.7,190.13,109.34,301.38,4133.5,268.25,268.25,253.3,313.45,143.67,969.95,332.1,46.9,113851
2022-07-25 00:00:00+00:00,311.67,24.82,205.35,102.3,122.65,14.46,75.6,202.21,116.24,312.23,4173.5,280.35,280.35,258.85,327.6,149.52,1048.35,346.85,51.4,119508
2022-07-26 00:00:00+00:00,316.45,25.6,210.16,104.46,130.09,14.05,75.9,202.35,118.89,313.85,4038.5,287.2,287.2,265.8,328.35,145.62,1079.05,351.61,50.3,120038
2022-07-27 00:00:00+00:00,334.08,27.11,224.1,115.51,136.49,14.92,79,212.87,126.05,328.67,4391,298.15,298.15,283,351.15,151.9,1127.45,364.93,51.4,126362
2022-07-28 00:00:00+00:00,340.38,27.34,221.29,119.89,134.7,14.92,87.05,217.35,124.8,337.46,4208,298.75,298.75,274,371.05,152.99,1110.45,390.15,52,127400
2022-07-29 00:00:00+00:00,336.6,25.6,211.95,112.12,125.59,14.51,89,213.06,118.74,328.24,3922.5,277.75,277.75,259.25,349.65,145.19,1092.65,450.1,51,122528
2022-08-01 00:00:00+00:00,318.06,25.51,203.57,109.18,119.23,14.1,85.05,206.12,117.04,321.17,3815.5,269,269,247,331.55,135.43,1045.2,438.2,52.2,117587
2022-08-02 00:00:00+00:00,331.04,25.09,209.4,105.88,127.15,13.87,92.95,213.06,123.34,319.3,4036.5,265.65,265.65,250,329,136.52,1074.15,437.25,52.6,118691
2022-08-03 00:00:00+00:00,335.63,28.44,211.45,108.88,131.8,13.87,97.35,212.82,121.34,324.32,4275.5,276.4,276.4,256.55,329.95,138.04,1094.45,455.33,56.9,120390
2022-08-04 00:00:00+00:00,330.47,28.17,207.88,108.44,132.58,14.28,101.3,210.7,123.39,321.6,5044.5,279.85,279.85,255,331.45,138.9,1086.55,458.66,57.2,120437
2022-08-05 00:00:00+00:00,323.7,29.36,208.54,111.83,132.4,14.69,100.05,209.61,122.39,327.81,4847,275.25,275.25,252.9,339.3,139.78,1088.9,461.52,64.3,121004
2022-08-08 00:00:00+00:00,339.74,30.42,214,112.91,132.66,14.69,98,215.41,123.34,335.12,4847.5,284.5,284.5,260.9,354.65,140.7,1151.05,450.1,68.2,123953
2022-08-09 00:00:00+00:00,325.01,30.23,208.54,109.62,126.85,14.55,98.45,210.37,122.04,333.16,4771.5,280.7,280.7,258,344.2,139.78,1141.7,442.48,68.2,121921
2022-08-10 00:00:00+00:00,316.92,30.05,209.36,106.42,126.45,14.88,98.3,207.11,124.04,339.71,5105.5,280,280,256.45,343.9,139.09,1143.8,437.25,65.1,122130
2022-08-11 00:00:00+00:00,325.1,30,216.26,107.21,129.57,14.69,99.25,210.27,122.84,328.34,4910,281.05,281.05,255.55,359.85,138.87,1183.35,436.77,67,123334
2022-08-12 00:00:00+00:00,335.81,30.37,223.4,111.48,133.36,14.46,100,216.97,122.84,346.78,5138,280.45,280.45,263.95,377.65,138.87,1253.05,436.3,68.3,125980
2022-08-16 00:00:00+00:00,338.7,30.74,222.04,106.42,131.35,14,98.4,219.23,119.34,335.93,4972,272.4,272.4,255.9,358.15,136.57,1294,458.18,66,124787
2022-08-17 00:00:00+00:00,342.28,30.37,223.73,108,129.46,13.82,99.9,218.39,120.04,359.83,4775.5,277.4,277.4,261.9,363.4,137.26,1327.8,458.66,67.1,125963
2022-08-18 00:00:00+00:00,358.59,31.29,231.77,112.81,138.23,13.96,100.25,225.74,124.09,378.28,4801.5,297.25,297.25,270.55,385.25,143.45,1417.8,484.83,70.1,131491
2022-08-19 00:00:00+00:00,349.98,31.65,224.47,113.79,134.66,14.28,102.55,222.77,124.75,377.13,4576,292.85,292.85,271,390,147.34,1401.55,502.43,70.1,131009
2022-08-22 00:00:00+00:00,358.02,31.84,230.21,113.35,131.69,14.51,100.1,227.02,125.05,370.63,4374,290.9,290.9,265.7,393.8,152.84,1428.3,518.13,70.1,132253
